"id","word_id","form","div_book","div_chapter","div_section","orig","lemma","bgmpos","document_id"
2877,"2405","περιχώρῳ","Ev","7","7.17","περιχώρῳ","περίχωρος","andfsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2878,"-",".","Ev","7","7.17",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2879,"2406","καὶ","Ev","7","7.18","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2880,"2407","ἀπήγγειλαν","Ev","7","7.18","ἀπήγγειλαν","ἀπαγγέλλω","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2881,"2408","Ἰωάννῃ","Ev","7","7.18","Ἰωάννῃ","Ἰωάννης","ndmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2882,"2409","οἱ","Ev","7","7.18","οἱ","ὁ","dnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2883,"2410","μαθηταὶ","Ev","7","7.18","μαθηταὶ","μαθητής","nnmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2884,"2411","αὐτοῦ","Ev","7","7.18","αὐτοῦ","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2885,"2412","περὶ","Ev","7","7.18","περὶ","περί","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2886,"2413","πάντων","Ev","7","7.18","πάντων","πᾶς","aigmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2887,"2414","τούτων","Ev","7","7.18","τούτων","οὗτος","rdgnp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2888,"-",".","Ev","7","7.18",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2889,"2415","καὶ","Ev","7","7.18","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2890,"2416","προσκαλεσάμενος","Ev","7","7.18","προσκαλεσάμενος","προσκαλέομαι","vpamnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2891,"2417","δύο","Ev","7","7.18","δύο","δύο","acampn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2892,"2418","τινὰς","Ev","7","7.18","τινὰς","τὶς","riamp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2893,"2419","τῶν","Ev","7","7.18","τῶν","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2894,"2420","μαθητῶν","Ev","7","7.18","μαθητῶν","μαθητής","ngmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2895,"2421","αὐτοῦ","Ev","7","7.18","αὐτοῦ","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2896,"2422","ὁ","Ev","7","7.18","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2897,"2423","Ἰωάννης","Ev","7","7.18","Ἰωάννης","Ἰωάννης","nnmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2898,"-",",","Ev","7","7.18",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2899,"2424","ἔπεμψεν","Ev","7","7.19","ἔπεμψεν","πέμπω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2900,"2425","πρὸς","Ev","7","7.19","πρὸς","πρός","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2901,"2426","τὸν","Ev","7","7.19","τὸν","ὁ","dams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2902,"2427","Ἰησοῦν","Ev","7","7.19","Ἰησοῦν","Ἰησοῦς","namsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2903,"-",",","Ev","7","7.19",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2904,"2428","λέγων","Ev","7","7.19","λέγων","λέγω","vppanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2905,"-","·","Ev","7","7.19","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2906,"2429","σὺ","Ev","7","7.19","σὺ","σύ","rpn-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2907,"2430","εἶ","Ev","7","7.19","εἶ","εἰμί","vipa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2908,"2431","ὁ","Ev","7","7.19","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2909,"2432","ἐρχόμενος","Ev","7","7.19","ἐρχόμενος","ἔρχομαι","vppmnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2910,"-",",","Ev","7","7.19",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2911,"2433","ἢ","Ev","7","7.19","ἢ","ἤ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2912,"2434","ἄλλον","Ev","7","7.19","ἄλλον","ἄλλος","aiamsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2913,"2435","προσδοκῶμεν","Ev","7","7.19","προσδοκῶμεν","προσδοκάω","vipa1p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2914,"-",";","Ev","7","7.19",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2915,"2436","παραγενόμενοι","Ev","7","7.20","Παραγενόμενοι","παραγίνομαι","vpamnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2916,"2437","δὲ","Ev","7","7.20","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2917,"2438","πρὸς","Ev","7","7.20","πρὸς","πρός","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2918,"2439","αὐτὸν","Ev","7","7.20","αὐτὸν","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2919,"2440","οἱ","Ev","7","7.20","οἱ","ὁ","dnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2920,"2441","ἄνδρες","Ev","7","7.20","ἄνδρες","ἀνήρ","nnmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2921,"-",",","Ev","7","7.20",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2922,"2442","εἶπον","Ev","7","7.20","εἶπον","λέγω","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2923,"-","·","Ev","7","7.20","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2924,"2443","Ἰωάννης","Ev","7","7.20","Ἰωάννης","Ἰωάννης","nnmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2925,"2444","ὁ","Ev","7","7.20","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2926,"2445","βαπτιστὴς","Ev","7","7.20","βαπτιστὴς","βαπτιστής","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2927,"2446","ἀπέσταλκεν","Ev","7","7.20","ἀπέσταλκεν","ἀποστέλλω","vixa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2928,"2447","ἡμᾶς","Ev","7","7.20","ἡμᾶς","ἐγώ","rpa-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2929,"2448","πρὸς","Ev","7","7.20","πρὸς","πρός","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2930,"2449","σὲ","Ev","7","7.20","σὲ","σύ","rpa-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2931,"-",",","Ev","7","7.20",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2932,"2450","λέγων","Ev","7","7.20","λέγων","λέγω","vppanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2933,"-","·","Ev","7","7.20","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2934,"2451","σὺ","Ev","7","7.20","σὺ","σύ","rpn-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2935,"2452","εἶ","Ev","7","7.20","εἶ","εἰμί","vipa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2936,"2453","ὁ","Ev","7","7.20","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2937,"2454","ἐρχόμενος","Ev","7","7.20","ἐρχόμενος","ἔρχομαι","vppmnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2938,"-",",","Ev","7","7.20",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2939,"2455","ἢ","Ev","7","7.20","ἢ","ἤ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2940,"2456","ἄλλον","Ev","7","7.20","ἄλλον","ἄλλος","aiamsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2941,"2457","προσδοκῶμεν","Ev","7","7.20","προσδοκῶμεν","προσδοκάω","vipa1p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2942,"-",";","Ev","7","7.20",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2943,"2458","ἐν","Ev","7","7.21","Ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2944,"2459","αὐτῇ","Ev","7","7.21","αὐτῇ","αὐτός","atdfsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2945,"2460","δὲ","Ev","7","7.21","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2946,"2461","τῇ","Ev","7","7.21","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2947,"2462","ὥρᾳ","Ev","7","7.21","ὥρᾳ","ὥρα","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2948,"2463","ἐθεράπευσε","Ev","7","7.21","ἐθεράπευσε","θεραπεύω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2949,"2464","πολλοὺς","Ev","7","7.21","πολλοὺς","πολύς","anampn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2950,"2465","ἀπὸ","Ev","7","7.21","ἀπὸ","ἀπό","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2951,"2466","νόσων","Ev","7","7.21","νόσων","νόσος","ngfpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2952,"2467","καὶ","Ev","7","7.21","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2953,"2468","μαστίγων","Ev","7","7.21","μαστίγων","μάστιξ","ngfpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2954,"2469","καὶ","Ev","7","7.21","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2955,"2470","πνευμάτων","Ev","7","7.21","πνευμάτων","πνεῦμα","ngnpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2956,"2471","πονηρῶν","Ev","7","7.21","πονηρῶν","πονηρός","angnpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2957,"-","·","Ev","7","7.21","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2958,"2472","καὶ","Ev","7","7.21","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2959,"2473","τυφλοῖς","Ev","7","7.21","τυφλοῖς","τυφλός","andmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2960,"2474","πολλοῖς","Ev","7","7.21","πολλοῖς","πολύς","andmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2961,"2475","ἐχαρίσατο","Ev","7","7.21","ἐχαρίσατο","χαρίζομαι","viam3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2962,"2476","τὸ","Ev","7","7.21","τὸ","ὁ","dans","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2963,"2477","βλέπειν","Ev","7","7.21","βλέπειν","βλέπω","vnpa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2964,"-",".","Ev","7","7.21",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2965,"2478","καὶ","Ev","7","7.22","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2966,"2479","ἀποκριθεὶς","Ev","7","7.22","ἀποκριθεὶς","ἀποκρίνομαι","vpapnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2967,"2480","ὁ","Ev","7","7.22","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2968,"2481","Ἰησοῦς","Ev","7","7.22","Ἰησοῦς","Ἰησοῦς","nnmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2969,"2482","εἶπεν","Ev","7","7.22","εἶπεν","λέγω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2970,"2483","αὐτοῖς","Ev","7","7.22","αὐτοῖς","αὐτός","rpdmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2971,"-","·","Ev","7","7.22","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2972,"2484","πορευθέντες","Ev","7","7.22","πορευθέντες","πορεύομαι","vpapnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2973,"2485","ἀπαγγείλατε","Ev","7","7.22","ἀπαγγείλατε","ἀπαγγέλλω","vdaa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2974,"2486","Ἰωάννῃ","Ev","7","7.22","Ἰωάννῃ","Ἰωάννης","ndmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2975,"2487","ἃ","Ev","7","7.22","ἃ","ὅς","rranp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2976,"2488","εἴδετε","Ev","7","7.22","εἴδετε","ὁράω","viaa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2977,"2489","καὶ","Ev","7","7.22","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2978,"2490","ἠκούσατε","Ev","7","7.22","ἠκούσατε","ἀκούω","viaa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2979,"-","·","Ev","7","7.22","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2980,"2491","ὅτι","Ev","7","7.22","ὅτι","ὅτι","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2981,"2492","τυφλοὶ","Ev","7","7.22","τυφλοὶ","τυφλός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2982,"2493","ἀναβλέπουσι","Ev","7","7.22","ἀναβλέπουσι","ἀναβλέπω","vipa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2983,"-",",","Ev","7","7.22",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2984,"2494","χωλοὶ","Ev","7","7.22","χωλοὶ","χωλός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2985,"2495","περιπατοῦσι","Ev","7","7.22","περιπατοῦσι","περιπατέω","vipa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2986,"-",",","Ev","7","7.22",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2987,"2496","λεπροὶ","Ev","7","7.22","λεπροὶ","λεπρός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2988,"2497","καθαρίζονται","Ev","7","7.22","καθαρίζονται","καθαρίζω","vipp3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2989,"-",",","Ev","7","7.22",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2990,"2498","κωφοὶ","Ev","7","7.22","κωφοὶ","κωφός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2991,"2499","ἀκούουσι","Ev","7","7.22","ἀκούουσι","ἀκούω","vipa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2992,"-",",","Ev","7","7.22",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2993,"2500","νεκροὶ","Ev","7","7.22","νεκροὶ","νεκρός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2994,"2501","ἐγείρονται","Ev","7","7.22","ἐγείρονται","ἐγείρω","vipp3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2995,"-",",","Ev","7","7.22",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2996,"2502","πτωχοὶ","Ev","7","7.22","πτωχοὶ","πτωχός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2997,"2503","εὐαγγελίζονται","Ev","7","7.22","εὐαγγελίζονται","εὐαγγελίζω","vipp3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2998,"-","·","Ev","7","7.22","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
2999,"2504","καὶ","Ev","7","7.23","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3000,"2505","μακάριός","Ev","7","7.23","μακάριός","μακάριος","annmsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3001,"2506","ἐστιν","Ev","7","7.23","ἐστιν","εἰμί","vipa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3002,"-",",","Ev","7","7.23",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3003,"2507","ὃς","Ev","7","7.23","ὃς","ὅς","rrnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3004,"2508","ἐὰν","Ev","7","7.23","ἐὰν","ἐάν","x","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3005,"2509","μὴ","Ev","7","7.23","μὴ","μή","x","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3006,"2510","σκανδαλισθῇ","Ev","7","7.23","σκανδαλισθῇ","σκανδαλίζω","vsap3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3007,"2511","ἐν","Ev","7","7.23","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3008,"2512","ἐμοί","Ev","7","7.23","ἐμοί","ἐγώ","rpd-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3009,"-",".","Ev","7","7.23",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3010,"2513","ἀπελθόντων","Ev","7","7.24","Ἀπελθόντων","ἀπέρχομαι","vpaagmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3011,"2514","δὲ","Ev","7","7.24","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3012,"2515","τῶν","Ev","7","7.24","τῶν","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3013,"2516","ἀγγέλων","Ev","7","7.24","ἀγγέλων","ἄγγελος","ngmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3014,"2517","Ἰωάννου","Ev","7","7.24","Ἰωάννου","Ἰωάννης","ngmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3015,"-",",","Ev","7","7.24",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3016,"2518","ἤρξατο","Ev","7","7.24","ἤρξατο","ἄρχω","viam3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3017,"2519","λέγειν","Ev","7","7.24","λέγειν","λέγω","vnpa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3018,"2520","πρὸς","Ev","7","7.24","πρὸς","πρός","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3019,"2521","τοὺς","Ev","7","7.24","τοὺς","ὁ","damp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3020,"2522","ὄχλους","Ev","7","7.24","ὄχλους","ὄχλος","nampc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3021,"2523","περὶ","Ev","7","7.24","περὶ","περί","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3022,"2524","Ἰωάννου","Ev","7","7.24","Ἰωάννου","Ἰωάννης","ngmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3023,"-","·","Ev","7","7.24","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3024,"2525","τί","Ev","7","7.24","τί","τίς","rqans","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3025,"2526","ἐξεληλύθατε","Ev","7","7.24","ἐξεληλύθατε","ἐξέρχομαι","vixa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3026,"2527","εἰς","Ev","7","7.24","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3027,"2528","τὴν","Ev","7","7.24","τὴν","ὁ","dafs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3028,"2529","ἔρημον","Ev","7","7.24","ἔρημον","ἔρημος","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3029,"2530","θεάσασθαι","Ev","7","7.24","θεάσασθαι","θεάομαι","vnam","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3030,"-",";","Ev","7","7.24",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3031,"2531","κάλαμον","Ev","7","7.24","κάλαμον","κάλαμος","namsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3032,"2532","ὑπὸ","Ev","7","7.24","ὑπὸ","ὑπό","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3033,"2533","ἀνέμου","Ev","7","7.24","ἀνέμου","ἄνεμος","ngmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3034,"2534","σαλευόμενον","Ev","7","7.24","σαλευόμενον","σαλεύω","vpppams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3035,"-",";","Ev","7","7.24",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3036,"2535","ἀλλὰ","Ev","7","7.25","Ἀλλὰ","ἀλλά","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3037,"2536","τί","Ev","7","7.25","τί","τίς","rqans","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3038,"2537","ἐξεληλύθατε","Ev","7","7.25","ἐξεληλύθατε","ἐξέρχομαι","vixa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3039,"2538","ἰδεῖν","Ev","7","7.25","ἰδεῖν","ὁράω","vnaa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3040,"-",";","Ev","7","7.25",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3041,"2539","ἄνθρωπον","Ev","7","7.25","ἄνθρωπον","ἄνθρωπος","namsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3042,"2540","ἐν","Ev","7","7.25","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3043,"2541","μαλακοῖς","Ev","7","7.25","μαλακοῖς","μαλακός","andnpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3044,"2542","ἱματίοις","Ev","7","7.25","ἱματίοις","ἱμάτιον","ndnpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3045,"2543","ἠμφιεσμένον","Ev","7","7.25","ἠμφιεσμένον","ἀμφιέννυμι","vpxpams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3046,"-",";","Ev","7","7.25",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3047,"2544","ἰδοὺ","Ev","7","7.25","ἰδοὺ","ἰδού","i","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3048,"-",",","Ev","7","7.25",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3049,"2545","οἱ","Ev","7","7.25","οἱ","ὁ","dnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3050,"2546","ἐν","Ev","7","7.25","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3051,"2547","ἱματισμῷ","Ev","7","7.25","ἱματισμῷ","ἱματισμός","ndmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3052,"2548","ἐνδόξῳ","Ev","7","7.25","ἐνδόξῳ","ἔνδοξος","andmsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3053,"2549","καὶ","Ev","7","7.25","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3054,"2550","τρυφῇ","Ev","7","7.25","τρυφῇ","τρυφή","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3055,"2551","ὑπάρχοντες","Ev","7","7.25","ὑπάρχοντες","ὑπάρχω","vppanmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3056,"-",",","Ev","7","7.25",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3057,"2552","ἐν","Ev","7","7.25","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3058,"2553","τοῖς","Ev","7","7.25","τοῖς","ὁ","ddnp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3059,"2554","βασιλείοις","Ev","7","7.25","βασιλείοις","βασίλειον","ndnpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3060,"2555","εἰσίν","Ev","7","7.25","εἰσίν","εἰμί","vipa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3061,"-",".","Ev","7","7.25",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3062,"2556","ἀλλὰ","Ev","7","7.26","Ἀλλὰ","ἀλλά","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3063,"2557","τί","Ev","7","7.26","τί","τίς","rqans","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3064,"2558","ἐξεληλύθατε","Ev","7","7.26","ἐξεληλύθατε","ἐξέρχομαι","vixa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3065,"2559","ἰδεῖν","Ev","7","7.26","ἰδεῖν","ὁράω","vnaa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3066,"-",";","Ev","7","7.26",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3067,"2560","προφήτην","Ev","7","7.26","προφήτην","προφήτης","namsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3068,"-",";","Ev","7","7.26",";",";",";","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3069,"2561","ναὶ","Ev","7","7.26","ναὶ","ναί","x","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3070,"-",",","Ev","7","7.26",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3071,"2562","λέγω","Ev","7","7.26","λέγω","λέγω","vipa1s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3072,"2563","ὑμῖν","Ev","7","7.26","ὑμῖν","σύ","rpd-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3073,"-",",","Ev","7","7.26",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3074,"2564","καὶ","Ev","7","7.26","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3075,"2565","περισσότερον","Ev","7","7.26","περισσότερον","περισσός","anamsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3076,"2566","προφήτου","Ev","7","7.26","προφήτου","προφήτης","ngmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
3077,"-",".","Ev","7","7.26",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
